Claimant,Amount,Bonus,Bonus Amount,81958,
0x389ec31c8afb9a14d5eed9f30cdb579507800771,200.6472,33.49799406,,,
0xb8bb9b814fb333aee71ffd711c9c253c06fa2fc8,200.186208,33.42103157,,,
0x06eb2dd293a8453cbb2cd16b264f39cd85c71e1e,200.1652591,33.41753416,,,
0x132170df858710647af0b1dc9cd51a3110eb0d49,198.9797,33.2196054,,,
0x095fb8a8cc760d0373c1ec7d2359e2348b548d6d,196.5528859,32.81444946,,,
0x16c32c1fb7ff6eb3fa789df9ecdfdf264c8f5185,194.7802925,32.51851549,,,
0x9a626bc36c11ef707bb839fa5f1449d7009eae2e,193.9680273,32.38290804,,,
0x2197a02f905ab6473d2bf9b1864feb60d622092c,193.5817099,32.31841246,,,
0x3731696c9b5098beacf8dd03ac00c30bba979806,189.8047421,31.68784874,,,
0x4b8d45531099b1cfa0d681f12b4b1e9def28dac9,188.7942846,31.51915314,,,
0x45e48c0a6fe8b759652624451c83387130c58367,186.2292515,31.09092158,,,
0x75228123400ce67ce3dd677ce5dfd54481d59357,183.8226641,30.68914248,,,
0x1ed20438d05a8dda234d9995bb45ebf1fce21862,180,30.05094978,,,
0x78403c44cb1cfba359ebe70cece3d2248e6ee424,178.56,29.81054218,,,
0xb5b2bd41325b50f884194096dff7d8cad6382e7d,178.1578873,29.74340958,,,
0xe7a30433576c5df903125a0dbd086978b463aacb,177,29.55010061,,,
0x0368e15767e08ee255016846ab1d9c285d3ed717,173.024685,28.88642288,,,
0x609949ccf906303cfd4f2a8365cc78a987284fc7,172.9825711,28.87939198,,,
0x0bf2f30fd564e9ca0fb013ab343ae68c98eb008b,170.6418013,28.48860112,,,
0x2f246a3eee3ce34c113c9513a67a822f96878c1c,169.7868432,28.3458661,,,
0xd97beffdf558b269257feba5df111ab718b71e24,169.506978,28.29914268,,,
0xce1c0cfd8601156a4aef504ca99d5015d56e7d90,167.5248237,27.96822257,,,
0x0a6e75bc13693d950416fc29c511ee5bbf12e272,163.3115035,27.26480994,,,
0xe03ca3b20fd8d366c98f56695089b8dbda687096,162.2784,27.0923336,,,
0x453f16f42f9d6cd8264bb7e797a0d7231e089e10,160.3649371,26.7728815,,,
0xd30ad1986bfefe85264af30e28704ce4f803a67e,160,26.71195536,,,
0xf0f9ddc7614360010fbf289c318081a4a42e30ee,160,26.71195536,,,
0x08d159f35449cc667628ac62334c5c694b38e40d,158.2406565,26.41823345,,,
0x21883033e96ce9a6f5891dd365d6ff5e10d70ffc,157.2788333,26.25765734,,,
0xb04a9ccbdb801c4ca0403344edb6ff0ecab07a8e,156.665393,26.15524365,,,
0x0da5e7ab6180ca20c00671365e2d51fad20ed401,152.8,25.50991737,,,
0x46e5dd9117b7c761683a9ca54116921dcee56a00,152.5728,25.47198639,,,
0x79afb1767bd626fc398bcfe48df982dafd492211,151.2562231,25.25218424,,,
0xa446a5e87248dbee737ae0a2ddf548690c35db05,150.1,25.05915312,,,
0x308430128e10c349ea7ef76f6c7b140f13711190,150,25.04245815,,,
0x73a8d2d6f49894bad1322c691b66b7e8ac241fbe,145.3633432,24.26836959,,,
0x46640ba8e278a71a5d121a46e0051e016c714b97,144,24.04075982,,,
0xf6b007b60197cfe60b8849edfec4812d63008a26,139.02,23.20935021,,,
0x7b8c284afd03fdfe4edb3775b8201cfd82744561,138.3757444,23.10179192,,,
0x298c684c086f2ca85cd8b8005cf755a183b17002,137.6829227,22.98612553,,,
0x3ee0ed6b8a321b533d0ab12970943895115d3420,135.658,22.64806525,,,
0x7aacea2929a2e69b45b2699c2ec53072a19d8f25,134.1992,22.404519,,,
0x2c59900b9442b7a865f93219c04f553a0d7bd003,133.6716848,22.31645048,,,
0x6064d08d4777bdea395ec9767373e7ff4efdf3cb,133.2429896,22.24487994,,,
0x5d7979d076f09a6c4b0e6d86446b89be9cce4eb6,133.0773929,22.21723361,,,
0xf2e15bbb8170cb562841fea9b9813a5ecbdeb998,132.0681857,22.04874675,,,
0xb6793242de7e430571e19d10fc54cd55c0a039c0,130.1794029,21.73341499,,,
0xc58fc00860796fade2eab9e5b761f4855374cd39,128.3007507,21.41977453,,,
0xa5f7ebd6a9966b68192378b83487c5dda3375bfb,127.3236177,21.25664245,,,
0x9e5434a1193efd56bf17bc56796158862b3c5206,125.88,21.01563088,,,
0x48faf310aef464145d5d8b8ed342f639528fdff7,125,20.86871512,,,
0x06414fefe3abf16afda02f254e19c6f82e164276,124.6397162,20.80856584,,,
0xf064a332043bbfea849bff06b63bfb6419890b07,123.2,20.56820563,,,
0x321ded1fabaa2cce3887175d63623de999dc10ea,121.1302256,20.22265737,,,
0xf1dfb8fda1e988e206fecdfe27dc00f0c33ba5a9,120.556828,20.1269288,,,
0xcb0c80886c93eb681b52d7317684a3b8a4ca5bbe,120.2928,20.0828494,,,
0x1c1ace6bb2228c9dc96215ad4226654dbc6d711e,120.2058749,20.06833728,,,
0x1e2aaa7adf5887cae64fc554721fba0ca426f26e,120.18072,20.06413767,,,
0x1b9003228076d5d8073f8a5671c0ea37864b1034,120,20.03396652,,,
0x963c4207620d2d65efc517590a7528922bae630b,120,20.03396652,,,
0xff5cd716a2d09a686b8a6ad081b08830eb06ba85,120,20.03396652,,,
0x96732c2f1ac360f81af247061cb51758ab201511,119.6027514,19.96764598,,,
0x84389a101b1bc3890fa6ef6311c727413fa24158,119.316,19.91977291,,,
0xa5a28713c0426b42af26118bd3ffc672182195bf,118.632,19.8055793,,,
0x4bc214ec2dfc335af4e1ea348131190aa9c4c461,118.0872,19.71462509,,,
0x7bd2b1c17638c44933ffd0d65734136a1b2ed67a,117.08503,19.54731309,,,
0x96a736033fa415070d4c1927630488af428f5e2f,116.8698339,19.51138616,,,
0x63e49c5f3afdac10b8908f5808f2225862c76b45,115.158,19.22559597,,,
0xedf7f588611ba9279bce54ba6d94ac366868f339,113.4497503,18.94040416,,,
0xe7aa7c6c11c5ea48297fe0bba8d0ec9b25c16842,110.0450078,18.37198335,,,
0xd876278302f513775631d60979701ec250b11119,107.9862769,18.0282788,,,
0x53069ba00e8f27090bb0aa7cc34f40805b27d6b4,107.5672326,17.95831947,,,
0x02b3a173e1b098bee79bdadc8d321dca0030e1d9,104.6191868,17.46614405,,,
0xc0366d8cabc3ec311c0e5878f72bb61b25f67c46,103.4929926,17.27812624,,,
0xafd0770b7539db98f9b85736a2ccbd3a229c78a4,103.4,17.26260115,,,
0x8aad2005b207b6abd3065b10ef1b8c1df1dd100b,102.9688603,17.1906225,,,
0xa5e6b5c204c94e97f418c9748e56848d9b661fcc,102.9269864,17.18363166,,,
0xd98230c1b42542cecc1e44cd2cf4d2cf715e454d,102.2551687,17.07147188,,,
0x8c666919c35ede08f9f3d0f0d3b305321f01fb7a,102,17.02887154,,,
0xeafb92c7175a4a6439588e42236c2e28af1f2dac,102,17.02887154,,,
0xdcd68f855c0a067643283f7d0701f40f27fe2332,100.5574469,16.7880377,,,
0xb01e8c4e74785e0e90d60148687b6600d10edb87,100.3629595,16.75556809,,,
0x11e6f55d8111fe9921f0dc0f2d66831c55c046c5,100,16.6949721,,,
0x47262e4c8b32b7d78b90334cad39c1a875082efc,100,16.6949721,,,
0x9f2cb17cb1b8e0958f551f4685ab27adfdabe80e,100,16.6949721,,,
0xe35feddc144d062c5aa5d2c12b64b8d384a506ac,100,16.6949721,,,
0xf68813fef24ae1ce7000f0f1771cd3042d5702be,100,16.6949721,,,
0x0dcc4177d01c66803dc1e6a21aad245a27920ee7,99.98952712,16.69322365,,,
0x98188997621626e4046f957df764957b783928f8,99.428,16.59947686,,,
0xc65c42a29f1c38c782b27daf37da7f02909b4870,99.39545244,16.59404305,,,
0x43cc36074d2c9f4c9d9e864e836b53e4710de7c1,97.8468,16.33549596,,,
0xada45916d9abc9eaa91693ad0cd14d141446ebe1,97.46423168,16.27162629,,,
0x13514e3875a6bcab2a8f3aff6554910cbe926372,96.18958376,16.05882417,,,
0x52d61abee4b0a5a88cdff71dc0efae87572c1b8a,95.33600959,15.9163202,,,
0x9a22402d8c6ee2b443fe6aba856b2309e4eecebd,95.08151994,15.87383322,,,
0xd10901e07d19c09b3aa9eb8ef4ab967d9006ef9b,94.13441797,15.71571482,,,
0x4bf4a673858d72f69d1515de302321c48c7233b3,92.808,15.49426971,,,
0x721d53e6465a1fe13ee3a1345c7b060aa965c591,89.43332794,14.93086915,,,
0x6994e7832e018fc371d702cab15a5288c1ec09d2,89.04090549,14.86535433,,,
0x0cad673a41e8206ad95de0ed21ee2136ca1edc29,87.584,14.62212436,,,
0x295b9238e6a37a6331c3ba73d75ecc65d17c8215,85.85280681,14.33310214,,,
0x91700503f39012f032a765d182fbee4397ac5def,85.8,14.32428606,,,
0x040bfa96615fceed61e68223fef17b72ec0197ff,85.51193,14.27619285,,,
0x736011b7d04d8a014efdae6a653e3405f3cdc720,84.80658258,14.1584353,,,
0x955d81e9a0ef56f332312b0cc476fc6235478b0f,84.76204952,14.15100052,,,
0xe77d9e6fd17d23f21ac1173853b917596c76ec8c,84.56433206,14.11799164,,,
0x29e224f364d99bff335f6c904fa924d3ef3c2589,84.23969687,14.06379389,,,
0x8206cd73414a93f17e6e0d9deb215612210642a1,79.1004658,13.2058007,,,
0x61eab767b0409c134012708a7d54129acec7ad7b,76.98990068,12.85344244,,,
0x0b461468951c17801fc368c2343c3872a2e39117,76.94147297,12.84535744,,,
0x9df68225898897bfdf813994fb5148f0ab5e4292,76.33751484,12.7445268,,,
0x3ceec57a1f2be530c970f5dbd675d23d0ff3adfa,75.3260299,12.57565967,,,
0x5ff7d1b371ce4a614c28760dd7c37dee8a454f91,75,12.52122907,,,
0x18b5be29483b436b991a974098da1832332b21d7,74.47161754,12.43301577,,,
0x40055ee1e45e97c3338d3cfc1aeb1c1a92c8290b,74.00490335,12.35509797,,,
0x99b3f147d27a979cc8e730740a06956dec8e42a0,74,12.35427935,,,
0xe6686bc1f037ba02525a22b4360719dcd21d2ee2,73.75843055,12.3139494,,,
0xe4201eaeb2f31d0d8321aef77936aa403a4ccc25,72.71316629,12.13944282,,,
0x754f86616dd2fc6fea17b5e2970a7750122dfe84,72,12.02037991,,,
0x0ef45edeaf2a9927d3b69cf2c8ea1befe10eb986,71.498,11.93657115,,,
0x29745f7abccda1b8ffad416cb7992fc6655570ad,70.357,11.74608152,,,
0x655c7eadf9360603cb5077d8dc57fa07bcf61d55,70.28817438,11.7345911,,,
0xd3a58b0268b9b249661726bce7d498b3622ad1c7,70.07358198,11.69876496,,,
0x7f8006461c8cf0fd709ef47cc0e399d461d7d946,70,11.68648047,,,
0x9a6ce15c894c266753f617e115642b73b260cf26,69,11.51953075,,,
0xd791824cb0e6fd9055ad61bf03af4f0d9e08b471,66.498,11.10182255,,,
0x3751703d260439482daf05eed4105087ebf5ee28,66.45839184,11.09520997,,,
0xa02435aac607a22ad3c485182cc6ece2c233a1b0,65.16,10.87844382,,,
0x2065fdf20198d1205b99244aa99eb6a306428984,65.15338395,10.87733927,,,
0xaf306cbaecde1e4d958d58c74b6fdac34cc9cfc2,64.1,10.70147712,,,
0xe248514962789e159f40c55b8e5eeb1113c5722d,62.92781334,10.50578088,,,
0x0498612320a256d3fc6e37afd9efe4ef9d0edb6e,62.775,10.48026873,,,
0x08dbaa8eb71fa528feea1688b4d3517a3a448f0b,62.2,10.38427265,,,
0xa647cd18878596c724f75cfe7c6e746cde7f5ede,62.10315472,10.36810435,,,
0xa2eb714ed46acf9866502e1232374af618e1adb9,62.027706,10.35550821,,,
0x1b4aff25b8cd957e103917cf75c69063f6ec434f,62.004,10.3515505,,,
0xa61d199ec1cc8dba46ad1d720b58ce6d9e213f78,61.49099412,10.26590431,,,
0xd504b8251baaa93db421c558d4603fcf41f0681f,61.39651947,10.2501318,,,
0x766589b9031d927191045df0472922c03da7d143,61.2,10.21732292,,,
0x8ee73a06d61db5727820d691f344a7ed095cfe30,61.06607787,10.19496466,,,
0x68bb5a6d14caceab866037b1502565f5bba17506,60.79132227,10.14909429,,,
0x003816f4ed14fb93f3268e0bce40918524264c63,60.78,10.14720404,,,
0xdc4c67cfe7c9a65df79bafbd813f590bc78103da,60.6083361,10.1185448,,,
0x2b30d21b27051b70d04404470ed4aebe2eebef55,60.57282048,10.11261548,,,
0x1a881a29d813e195d58d8a201708c4533b7b514e,60.5652,10.11134324,,,
0xe459ae0dc31194fa0fd626020a25d9a1cef0047d,60.41845215,10.08684373,,,
0xe60a9fd5fe190de7620341636c3f02abf5b20ea5,60.34048344,10.07382687,,,
0xd22a0e66a51bbca829136a72b8f49c30ec52cc7f,60.10000005,10.03367824,,,
0x42dcd554cfc9d487bd14b8ab4df83a5fd9b1b6bc,60.08901374,10.03184408,,,
0xf9301b0db3507812e1664254d005173e8b074750,60.0289992,10.02182467,,,
0x0963069c5d657c4f982cbf1dfe915aef8eef397e,60,10.01698326,,,
0x207f4f832a08ff943894b7deffa48e47caf2adfd,60,10.01698326,,,
0x71f175160b0a8c7964ab16f49d2569c71404960b,58.93079172,9.838479235,,,
0xf5d8f53a36c4bbef078e352ef38cc06132320d3c,58.05628466,9.692480525,,,
0x4e03ab09f84c88478371821a6d25f6cae18559b9,57.91006869,9.66806981,,,
0x41754131308c7a3415dd45232778eace0add7b69,57.7898925,9.648006429,,,
0x308d843e8a23ca081d7a60abf1e7451c5e203d6a,57.56784421,9.610935529,,,
0x84f918ba377cbd0385b4ef28f6b2b6d7e9b54a4b,56.59385785,9.448328778,,,
0xceae4043d3d2e1e75e8a5fe16bab7176ea9d035c,55.72673837,9.303563422,,,
0x45f28676cfebcc29b2d4e69d6447d81327f7ba3c,55.571192,9.277594999,,,
0x0c889b8e2431301d42260d0033fba25321486325,55.190659,9.214065121,,,
0xdd71fb4f7bbdb7a28feab3360d8ec9346982ae4d,55,9.182234654,,,
0x6ba54bb1cd2eb1ef2d6dc4cb4b203e27b621fdcb,54.37172934,9.077345043,,,
0x1e4893116caf04134a39852add7541dcc75669ce,53.88451795,8.996005237,,,
0xa4af3acf3fc2886cb1e914d25e17f2bbf2c0935f,53.61450122,8.950926019,,,
0xcb02407437d4e6ad3176a3e72943326993a51351,52.72,8.80158929,,,
0x9d3f29aef12fb691cf5f1341eea31843dafff823,52.55013733,8.773230765,,,
0x03c61e56730b2f5e89cef914cbfa53afa42f4700,52.55005651,8.773217272,,,
0xbf09a70a0166d52cc9af514e9ea658b8399c814f,52.5463,8.772590124,,,
0x6fdd97d23a5babdc2cb06954db0a2bb9e387fc5c,52.0113781,8.683285062,,,
0xd691e2af2eded1ad3faefeebbfa1d299edbaf7a6,50.71926688,8.467567454,,,
0xec9c57aa17dd881da10329aea6369f6b6d02258e,50.18388721,8.378185968,,,
0x9fecf056375a973308bb3d6fb6b1c230cfd21456,50.18275123,8.377996316,,,
0x92c4122ef719cee14026ab07ef73885160051051,50,8.347486049,,,
0xe9dcb6d77dd688b2c9e3ec06330bec159a859c41,49.32483951,8.234768194,,,
0x1a77abd08956b73ab2fd7d9a2c25fac53495bef5,49.25947936,8.223856335,,,
0xf7315cdd18d07d47f1f3753bcc2e0ea1c800551d,48.77963674,8.143746744,,,
0x3d61a4ef79afa653e740dbdf286cf17a26478838,48.36362967,8.074294479,,,
0x6de02ba38f6a6c87798e713a452454285a6bf623,48,8.013586607,,,
0x20ce9234a49951d2aa0d5949251c87b2ec3cddac,47.01353956,7.848897312,,,
0x48e61bc4c144936296b2f3747587ec2e2d4c2307,46.22907881,7.717931809,,,
0xad74c37d2dae942edc90978daa263f14138a600d,45.20596498,7.54712324,,,
0x57f5f91c51e222f65b9ded01d2a25c18bd4f7659,44.31747368,7.398789866,,,
0xd3b7a686ed6e7542bec0c63fa1f52b27306814ef,42.4,7.07866817,,,
0x73fa18ffe2b636d4eca48213ee6acaab93535618,40.996,6.844270762,,,
0x2e8a1d908773bdc0b9230fbc4be51d9779d6fa23,40.5,6.7614637,,,
0xb2086dfa1143bda99d4d0427817529fde15e30b6,40,6.677988839,,,
0x73b6357ad72f8454f1189506b073489a902482c0,39.44307722,6.585010737,,,
0x11755914c6fc0fc0c113dfd0d091da5a4d40d33c,39.3486199,6.569241113,,,
0x8b420bfaeb16835dfa1f7952cf9e07632ed164e0,39.26662533,6.555552143,,,
0x7ab7a75d2ce3dfa9f05dd198bc9568fd896914ff,36.85289461,6.152580473,,,
0x321987a396815c97e799ef9958b870ce5fa1f2a3,36.54,6.100342805,,,
0x0a1c6f1638adbe3873c7e8dad6c0e3b08285ba07,35.81151704,5.978722778,,,
0xc7c65f54a3189336115cf2e04cba00f4b715fc00,35.5249787,5.930885282,,,
0x2e239c61d5a77e7152f26dc4f20d1c314cafabaa,35.0000566,5.843249684,,,
0xc1e5b02f4ec7bada76994fcb7d0d0ca6b5c788b8,34.8407639,5.816655812,,,
0x4f4afe12341e6c9e9628341691691dc2deb81fdf,34.585,5.7739561,,,
0xcc2c5e436800fc24f34f1d5032c982a934bf2629,34.04,5.682968502,,,
0x5ed51921b9a41d300996a68772b09685e5d2bd22,33.93,5.664604033,,,
0x23f7c16f9d596ba80dfff3a75f18c90506ed4e8d,32.18667027,5.373555621,,,
0x89ca1f54d3a5df37570b184ba258ec3ad8a98b8d,32.04655,5.350162581,,,
0x0a3b67b88adf575654e071cf9c3e8065fc365967,31.70900628,5.293809751,,,
0xf2fad9d47bab2069b3dc40090efcc7ce1d87e95a,31.19583126,5.208135325,,,
0xeb8909a35b4e99260cd1984f2bff70ad212eb10e,31.03798328,5.181782649,,,
0x6540225b28c7e3812ffdddcb0a4a60ee9dec68bd,30.56636721,5.103046477,,,
0xd4ef381339cb1f9e505edd3785669024c9235e6a,30,5.00849163,,,
0xb3772d420ac8796c6eeae9cbee753048a926c31f,29.67,4.953398222,,,
0xa74093f9eca24e1d9937d10e8119d2545a2686f2,29.38213358,4.905339003,,,
0x53d610d4a85a6b70800f77dbecab1b3913f9e9e7,29.25328094,4.883827091,,,
0x972c550f55f7aa8b7e2db9a36f6ddb8adf7b21f9,29.2251,4.879122291,,,
0x3004a95943371453ccff1651e443f676d6ad3b35,28.62573307,4.779058149,,,
0x93fc9e0f191b6916c9713d7b6095002681f923ef,28.0093747,4.676157291,,,
0x265df105d0ccf69de90d38992d0439c87ceef3a7,27.8,4.641202243,,,
0x57632307398fcdf9eab895684b124b4211e90ef1,26.77900921,4.470748116,,,
0x9cc1cad78241c1edc7fc385d71268fca8cf542b3,26.66932459,4.452436299,,,
0x5b3700c77b49506c0eee02576bfa27cce3323666,26.48027512,4.420874543,,,
0xe899889ed1ea6a2669f409fd70193788f7d6a25f,26.2356253,4.380030324,,,
0xc1c560f37ccdea19a2da80e8ea656ac724ef49f1,26.04100301,4.347538187,,,
0x86e08e2227645c838813e808aa68118efbd784a5,25.84368201,4.314595501,,,
0xeb33e868d03c15058bc0eb0cc1f805b4b4309c2b,25.39535773,4.239747887,,,
0x899c8611333713cfa8034184bd5cc3af95fa96cb,25.062,4.184093907,,,
0xfe8d0d424d27569b2d22889a4bbffd33ef81f298,25,4.173743025,,,
0x56cc41a28bb8619b354981f45c92e576d9164a08,24.836,4.14636327,,,
0xdbe92acad3125aaddae065e96a7107f8649bfdf9,24.435,4.079416432,,,
0xa29cf70cc7ed75f1b32b4163d46c4ce50e885dc4,24.09969099,4.023436687,,,
0x73b1a2cef9ae02f5038a6170ba3b730ab3cfe25f,23.90887159,3.991579441,,,
0x213f6b2680dce3e4d0924acff3e4e34520ef9ba1,23.59106828,3.938522267,,,
0x70af8f0b836448799844b062f489b02a47d93fcd,23.42499747,3.910796792,,,
0x11a598fdcdf3ce78a296a1b275f710bbd66da580,23.191,3.871730979,,,
0xd1d9169f3dd1e7a2e89b1a5e62b7425f6fdb8fe6,22.624,3.777070488,,,
0xf01101e43c0a4ba64641132b93934c19a23dcf51,22.592,3.771728097,,,
0x68a01d2812d90e906f76b9ae9d0940d9259f2756,21.48282569,3.586551755,,,
0xf97a33c474a59bf4750f74fd9c1e1a596d7a2ab6,20.89797339,3.488910827,,,
0x236b3f7ea163daaeb910b2096bdfb1bc66140be0,20.309,3.390581884,,,
0x095beaa68a7458905eb1a338dcd8c5b2b27ca848,20.222,3.376057258,,,
0x893b80832f751999bf008e4cd5976d918d2a92cd,20.19724837,3.37192498,,,
0x941f5dfc3deb726b0af099864d0630886b41b57d,20.00008226,3.339008153,,,
0xa90e8cf8d1483ddd8f35ccf2c24caaa65ada6b16,19.63345034,3.277799056,,,
0xd0f3ca064b8f62c8734371e9ed3f7160164200ec,19.5,3.255519559,,,
0x21d632e53c4961f852aa1b3de252854951f81591,19.222,3.209107537,,,
0x2717c5753df40110905921d77a64c921e1467221,18,3.005094978,,,
0xfd86bd1676a600540b5d3f1e103aa3c37b2f0257,16.86914879,2.816299684,,,
0x764592f9c0ec019e29ee67d7b2032e6e989881ef,15.33624367,2.560381602,,,
0xcfdae6ff195a99ee0ded376ead5056bb679ebec7,15.327,2.558838374,,,
0x33407f621b1cfc463db91951ffa546acfd83af47,15,2.504245815,,,
0x78f0a746f6079830e527987693fe79a794aa0885,15,2.504245815,,,
0xc4b3cb2d42dfec122092a1fc3713a32ad6296732,15,2.504245815,,,
0xa9422b69e236472b1bb00209e43660a8d9d24739,14.88364694,2.484820704,,,
0x9cc62ddc981952bfc25260c63abd33b36cfe3b17,14.687,2.451990552,,,
0x6a3318eea69f83aef81cf293d8fbfd506b1fded8,14,2.337296094,,,
0x6752ffce83defb892535845095be36cb9e810ab1,13.931,2.325776563,,,
0x1c9488ce73ab0c4c49e3c88c3f55a718519e5211,13.86340962,2.314492368,,,
0x6fcb664500ead82930769f38cf31afcb23b6ea30,13.848,2.311919736,,,
0x67e415094d9d84dbda99ec4b6e6455b8c3da8f32,12.89005466,2.151991029,,,
0x1fc71626fe42ffcf4b8a69bdc5eb8a22567e7d9c,12.5,2.086871512,,,
0xd8bcd058ad4760c27028f7c7a087ed3e83bcc2e8,12.124,2.024098417,,,
0x7f796e8fabfbf39c43bd7a4387e6c07a689d7898,12,2.003396652,,,
0xa7eef3bcdde2ab6bebdc3b998274fda960886a25,11.892,1.985366082,,,
0xfe01c7fcae722e48575e5bdd7afc4eee39ef639f,11.365,1.897383579,,,
0xc6fb1d30f868d6228d5e5fd6ae0763118eff5180,11,1.836446931,,,
0xfd87f75e49191431150f397e60a69dfa0b1ee9b4,10.48777412,1.750930963,,,
0x77d4f175ac7828ff8f0985101e1643259f15d163,10.32201209,1.723257038,,,
0x743e9beb6f15566c230ff5826ba40fc8250c8d5e,10,1.66949721,,,
0x98f2fbd91db8d82708d8dca2badf86b349b4d61a,10,1.66949721,,,
0x9ebfd77d7a50e51571f56f086d0042a0bb7e6c2f,10,1.66949721,,,
0xeeebe672eef99c3287b0ab3dbbdc46b594ab738f,10,1.66949721,,,
0xaf86958b835955cc2808bffabc6f5148405a2596,9.660985462,1.612898827,,,
0x90f009e8b389ecb8458eeade88120fe24757db2e,8.268,1.380340293,,,
0xf2d286b55f5bd935d61e3d29f9f0b7ea93b14e64,8,1.335597768,,,
0x4f1e534589ddf3e088fbd12e75da3c73385e6420,7.944,1.326248584,,,
0xd53f08f00e83f95b5d6d4e527f0102a42a366bc5,7.174161806,1.197724312,,,
0x2ae1ee0292ec834315572ca235e5b6f7c5131dc3,6.952,1.16063446,,,
0xba5a4a83683a0c285f964bdae9646b1b526f7965,5.684558089,0.949035387,,,
0xd5248fef8084011acb0880813633efca75e7a42f,5.463310324,0.912098134,,,
0xa6369ab0cff35d8c3b19f3be3f5fbf9f4ba5b2a2,5,0.834748605,,,
0x3d58f4f94ec2ede02207e2e68aae1c3cd6c4dd67,4.759243809,0.794554426,,,
0x9395af5ab99bf1501c3259ced748182e6ea42a76,1.601790721,0.267418514,,,
0x9a786c5aef301c52a725d1d363bfc3fa94e080df,1.582,0.264114459,,,
0x925b1f1bd3c28ea9f03fc00b8e069ef738ff740d,0,0,,,
0xee6ac0ae56497c3479e858f0e9d59f5d8f8f89ea,0,0,,,
